company_name,industry_category,sub_industry,location_area,district,zone_type,distance_km,company_type,employee_estimate,materials_used,adhesive_type_needed,product_needed,application_type,purchase_stage,expected_monthly_volume_liters,order_frequency,urgency_days,payment_terms_expected,has_google_listing,google_review_count,has_phone,credibility_level,lead_source,lead_bucket,lead_score
Company_0786,Automotive/Transport,Car Accessories Unit,Tejgaon,Dhaka,Industrial Zone,17.6,Trader,Micro (1-9),Fabric,Unknown,PU Adhesive,Assembly,Trial Order,32,Monthly,25,Cash,Yes,11,Yes,Medium,WhatsApp,Cold,42
Company_0787,Upholstery/Foam,Foam Cutting Unit,Savar,Dhaka,Industrial Zone,33,Retailer,Small (10-49),Wood,SR,SR Adhesive,Lamination,Annual Contract,135,One-time,24,Cash,Yes,8,Yes,Medium,Phone Call,Cold,47
Company_0788,Construction,Wood Panel Unit,Keraniganj,Dhaka,Near Highway,25.8,Manufacturer,Medium (50-249),PVC/EVA,Unknown,SR Adhesive,Repair/Maintenance,Trial Order,899,Weekly,6,Credit,Yes,104,Yes,High,WhatsApp,Warm,78
Company_0789,Automotive/Transport,Auto Seat Upholstery,Tejgaon,Dhaka,Industrial Zone,2,Trader,Medium (50-249),Fabric,PU,PU Adhesive,Assembly,Regular Reorder,0,Weekly,62,Cash,Yes,52,Yes,High,Phone Call,Save For Later,29
Company_0790,Footwear,Shoe Upper Factory,Tejgaon,Dhaka,Industrial Zone,13.5,Manufacturer,Medium (50-249),Leather,PU,PU Adhesive,Bonding,Trial Order,311,Monthly,27,Cash,Yes,37,No,Medium,Facebook Page,Cold,59
Company_0791,Upholstery/Foam,Cushion Producer,Mirpur,Dhaka,Mixed Zone,14.5,Manufacturer,Micro (1-9),Foam,SR,SR Adhesive,Assembly,Regular Reorder,76,Monthly,40,Cash,Yes,49,Yes,High,Website Inquiry,Cold,62
Company_0792,Other,Small Enterprise,Tongi,Gazipur,Industrial Zone,32.7,Trader,Small (10-49),Mixed/Unknown,Unknown,General Purpose Adhesive,Bonding,Trial Order,59,One-time,52,Unknown,Yes,5,No,Medium,Facebook Page,Reject,10
Company_0793,Construction,PVC Sheet Workshop,Tongi,Gazipur,Industrial Zone,27.6,Manufacturer,Medium (50-249),Wood,PU,PU Adhesive,Bonding,Regular Reorder,961,Weekly,10,Unknown,Yes,90,Yes,High,Phone Call,Warm,85
Company_0794,Furniture,Wood Furniture Factory,Narayanganj,Narayanganj,Industrial Zone,23.5,Retailer,Small (10-49),Fabric,SR,SR Adhesive,Bonding,Trial Order,159,Monthly,47,Unknown,Yes,22,Yes,Medium,Website Inquiry,Save For Later,32
Company_0795,Upholstery/Foam,Mattress Manufacturer,Gazipur,Gazipur,Industrial Zone,40.9,Manufacturer,Small (10-49),Foam,Unknown,SR Adhesive,Assembly,Trial Order,638,Monthly,3,Cash,Yes,24,Yes,Medium,Walk-in,Hot,88
Company_0796,Furniture,Wood Furniture Factory,Gazipur,Gazipur,Industrial Zone,49.1,Retailer,Micro (1-9),Foam,SR,SR Adhesive,Bonding,Regular Reorder,0,One-time,18,Cash,Yes,10,Yes,Medium,WhatsApp,Reject,20
Company_0797,Automotive/Transport,Auto Seat Upholstery,Keraniganj,Dhaka,Near Highway,17.2,Manufacturer,Micro (1-9),PVC/EVA,PU,PU Adhesive,Lamination,Trial Order,80,Monthly,53,Unknown,Yes,14,Yes,Medium,WhatsApp,Save For Later,32
Company_0798,Other,Small Enterprise,Gulshan,Dhaka,Central Dhaka,12.9,Distributor,Small (10-49),Wood,SR,SR Adhesive,Assembly,Regular Reorder,126,One-time,32,Credit,Yes,33,Yes,High,Facebook Page,Save For Later,43
Company_0799,Automotive/Transport,Auto Seat Upholstery,Uttara,Dhaka,Mixed Zone,13,Manufacturer,Small (10-49),Fabric,PU,PU Adhesive,Assembly,Trial Order,485,Monthly,9,Cash,Yes,166,No,Medium,Phone Call,Warm,69
Company_0800,Other,Miscellaneous Supplier,Tongi,Gazipur,Industrial Zone,31.6,Trader,Small (10-49),Mixed/Unknown,SR,SR Adhesive,Lamination,Trial Order,61,One-time,57,Credit,No,0,Yes,Low,Facebook Page,Reject,4
Company_0801,Packaging,Label Printing Unit,Gazipur,Gazipur,Industrial Zone,31.1,Manufacturer,Small (10-49),Mixed/Unknown,SR,SR Adhesive,Assembly,Annual Contract,501,Monthly,10,Cash,Yes,45,Yes,High,Walk-in,Warm,81
Company_0802,Construction,PVC Sheet Workshop,Mirpur,Dhaka,Mixed Zone,14.4,Retailer,Medium (50-249),Mixed/Unknown,Unknown,General Purpose Adhesive,Repair/Maintenance,Regular Reorder,0,Weekly,10,Credit,Yes,186,Yes,High,WhatsApp,Warm,80
Company_0803,Other,Small Enterprise,Savar,Dhaka,Industrial Zone,32.5,Trader,Small (10-49),Plastic,Unknown,SR Adhesive,Bonding,Trial Order,158,Monthly,62,Cash,Yes,4,No,Low,WhatsApp,Save For Later,27
Company_0804,Upholstery/Foam,Mattress Manufacturer,Mirpur,Dhaka,Mixed Zone,17.2,Distributor,Micro (1-9),Fabric,SR,SR Adhesive,Lamination,Trial Order,28,Monthly,34,Unknown,Yes,23,Yes,Medium,Facebook Page,Cold,45
Company_0805,Construction,PVC Sheet Workshop,Uttara,Dhaka,Mixed Zone,19.9,Distributor,Medium (50-249),Wood,Unknown,General Purpose Adhesive,Lamination,Trial Order,87,Monthly,54,Unknown,Yes,7,Yes,Medium,WhatsApp,Reject,22
Company_0806,Retail/Trading,General Trading Store,Narayanganj,Narayanganj,Industrial Zone,29.3,Manufacturer,Medium (50-249),Mixed/Unknown,Unknown,PU Adhesive,Bonding,Trial Order,314,Weekly,21,Unknown,Yes,21,Yes,Medium,WhatsApp,Cold,44
Company_0807,Furniture,Interior Workshop,Mirpur,Dhaka,Mixed Zone,3.9,Trader,Small (10-49),Fabric,SR,SR Adhesive,Bonding,Trial Order,151,One-time,28,Cash,No,0,Yes,Low,Walk-in,Cold,37
Company_0808,Upholstery/Foam,Cushion Producer,Gulshan,Dhaka,Central Dhaka,11.1,Trader,Small (10-49),Fabric,SR,SR Adhesive,Assembly,Trial Order,199,Monthly,37,Unknown,Yes,23,Yes,Medium,WhatsApp,Save For Later,39
Company_0809,Retail/Trading,Building Materials Shop,Gulshan,Dhaka,Central Dhaka,13.8,Retailer,Small (10-49),Mixed/Unknown,SR,SR Adhesive,Lamination,Trial Order,103,Monthly,46,Credit,Yes,6,No,Medium,Phone Call,Reject,17
Company_0810,Footwear,Shoe Upper Factory,Savar,Dhaka,Industrial Zone,20.9,Manufacturer,Small (10-49),Leather,PU,PU Adhesive,Bonding,Regular Reorder,368,Monthly,53,Cash,Yes,35,Yes,High,WhatsApp,Cold,63
Company_0811,Automotive/Transport,Car Accessories Unit,Motijheel,Dhaka,Central Dhaka,7.8,Distributor,Medium (50-249),Fabric,PU,PU Adhesive,Assembly,Trial Order,491,Monthly,14,Cash,Yes,36,Yes,High,Walk-in,Warm,80
Company_0812,Furniture,Interior Workshop,Tongi,Gazipur,Industrial Zone,26.7,Manufacturer,Small (10-49),Wood,SR,SR Adhesive,Bonding,Trial Order,450,Monthly,9,Unknown,Yes,166,Yes,High,Phone Call,Warm,80
Company_0813,Footwear,Sole Manufacturer,Tejgaon,Dhaka,Industrial Zone,16,Distributor,Medium (50-249),Leather,Unknown,PU Adhesive,Bonding,Trial Order,0,Monthly,20,Credit,Yes,13,Yes,Medium,Phone Call,Cold,42
Company_0814,Other,Small Repair Unit,Keraniganj,Dhaka,Near Highway,23.1,Retailer,Small (10-49),Mixed/Unknown,Unknown,General Purpose Adhesive,Bonding,Trial Order,71,One-time,19,Cash,Yes,4,Yes,Medium,Website Inquiry,Reject,24
Company_0815,Retail/Trading,Wholesale Store,Mirpur,Dhaka,Mixed Zone,21.4,Retailer,Small (10-49),Mixed/Unknown,Unknown,SR Adhesive,Lamination,Regular Reorder,77,One-time,48,Cash,No,0,No,Low,Facebook Page,Reject,17
Company_0816,Construction,Door & Board Manufacturer,Motijheel,Dhaka,Central Dhaka,6.6,Distributor,Large (250+),Wood,Unknown,PU Adhesive,Lamination,Regular Reorder,388,Monthly,26,Cash,Yes,11,No,Medium,Phone Call,Cold,48
Company_0817,Furniture,Wood Furniture Factory,Tejgaon,Dhaka,Industrial Zone,13.2,Manufacturer,Micro (1-9),Wood,Unknown,General Purpose Adhesive,Bonding,Trial Order,78,One-time,18,Cash,No,0,Yes,Low,Referral,Cold,33
Company_0818,Packaging,Label Printing Unit,Tejgaon,Dhaka,Industrial Zone,8.1,Retailer,Micro (1-9),Mixed/Unknown,Unknown,General Purpose Adhesive,Lamination,Regular Reorder,41,One-time,28,Unknown,Yes,19,Yes,Medium,WhatsApp,Cold,38
Company_0819,Construction,Interior Materials Trader,Uttara,Dhaka,Mixed Zone,17.4,Manufacturer,Medium (50-249),Wood,Unknown,General Purpose Adhesive,Bonding,Regular Reorder,372,Monthly,26,Credit,Yes,26,No,Medium,Phone Call,Cold,52
Company_0820,Retail/Trading,Building Materials Shop,Keraniganj,Dhaka,Near Highway,23.7,Trader,Micro (1-9),Mixed/Unknown,Unknown,General Purpose Adhesive,Bonding,Regular Reorder,0,One-time,29,Cash,Yes,4,Yes,Medium,Phone Call,Reject,18
Company_0821,Upholstery/Foam,Mattress Manufacturer,Motijheel,Dhaka,Central Dhaka,14.5,Retailer,Micro (1-9),Fabric,SR,SR Adhesive,Assembly,Trial Order,22,One-time,36,Cash,Yes,6,No,Medium,WhatsApp,Reject,29
Company_0822,Retail/Trading,Hardware & Adhesive Shop,Tongi,Gazipur,Industrial Zone,22.4,Manufacturer,Micro (1-9),Mixed/Unknown,SR,SR Adhesive,Assembly,Trial Order,77,One-time,23,Cash,Yes,1,No,Low,Facebook Page,Reject,22
Company_0823,Upholstery/Foam,Foam Cutting Unit,Uttara,Dhaka,Mixed Zone,14.8,Manufacturer,Medium (50-249),Fabric,SR,SR Adhesive,Lamination,Trial Order,264,Monthly,56,Credit,Yes,1,Yes,Medium,WhatsApp,Save For Later,35
Company_0824,Upholstery/Foam,Sofa Upholstery Workshop,Gulshan,Dhaka,Central Dhaka,2,Retailer,Small (10-49),Foam,Unknown,General Purpose Adhesive,Bonding,Trial Order,79,Monthly,58,Unknown,Yes,4,No,Low,WhatsApp,Reject,16
Company_0825,Upholstery/Foam,Mattress Manufacturer,Savar,Dhaka,Industrial Zone,32.5,Retailer,Large (250+),Foam,SR,SR Adhesive,Lamination,Trial Order,313,Monthly,25,Cash,Yes,21,Yes,Medium,Phone Call,Cold,47
Company_0826,Construction,Interior Materials Trader,Mirpur,Dhaka,Mixed Zone,12.3,Trader,Small (10-49),Wood,PU,PU Adhesive,Assembly,Regular Reorder,157,Monthly,11,Cash,Yes,11,No,Medium,Website Inquiry,Cold,54
Company_0827,Upholstery/Foam,Sofa Upholstery Workshop,Keraniganj,Dhaka,Near Highway,16.9,Manufacturer,Medium (50-249),Foam,SR,SR Adhesive,Assembly,Regular Reorder,551,Weekly,9,Credit,Yes,82,Yes,High,Distributor Referral,Warm,88
Company_0828,Retail/Trading,Wholesale Store,Savar,Dhaka,Industrial Zone,39.5,Manufacturer,Small (10-49),Mixed/Unknown,Unknown,PU Adhesive,Bonding,Trial Order,116,Monthly,32,Credit,Yes,1,Yes,Medium,Facebook Page,Reject,28
Company_0829,Other,Small Repair Unit,Narayanganj,Narayanganj,Industrial Zone,24.8,Retailer,Small (10-49),Mixed/Unknown,Unknown,PU Adhesive,Bonding,Trial Order,92,Monthly,25,Unknown,No,0,No,Low,WhatsApp,Reject,14
Company_0830,Other,General Workshop,Tongi,Gazipur,Industrial Zone,30.6,Trader,Small (10-49),Wood,PU,PU Adhesive,Bonding,Regular Reorder,177,One-time,40,Cash,Yes,18,Yes,Medium,Referral,Cold,35
Company_0831,Furniture,Carpentry Unit,Tongi,Gazipur,Industrial Zone,42,Trader,Micro (1-9),Foam,Unknown,PU Adhesive,Bonding,Regular Reorder,30,Monthly,62,Cash,No,0,Yes,Low,Phone Call,Save For Later,22
Company_0832,Construction,Wood Panel Unit,Gulshan,Dhaka,Central Dhaka,12.1,Distributor,Medium (50-249),Wood,PU,PU Adhesive,Lamination,Regular Reorder,0,Monthly,41,Unknown,Yes,13,Yes,Medium,Website Inquiry,Save For Later,28
Company_0833,Furniture,Interior Workshop,Tejgaon,Dhaka,Industrial Zone,13.4,Manufacturer,Small (10-49),Wood,Unknown,General Purpose Adhesive,Assembly,Regular Reorder,271,Monthly,12,Unknown,Yes,77,Yes,High,Walk-in,Warm,74
Company_0834,Upholstery/Foam,Sofa Upholstery Workshop,Savar,Dhaka,Industrial Zone,28.5,Manufacturer,Small (10-49),Wood,SR,SR Adhesive,Assembly,Trial Order,247,Monthly,34,Unknown,Yes,45,Yes,High,WhatsApp,Save For Later,49
Company_0835,Retail/Trading,Building Materials Shop,Gulshan,Dhaka,Central Dhaka,11.3,Distributor,Small (10-49),Mixed/Unknown,Unknown,PU Adhesive,Lamination,Trial Order,0,One-time,60,Unknown,No,0,Yes,Low,Facebook Page,Reject,5
Company_0836,Retail/Trading,General Trading Store,Tejgaon,Dhaka,Industrial Zone,5.5,Distributor,Medium (50-249),Mixed/Unknown,SR,SR Adhesive,Bonding,Regular Reorder,242,One-time,81,Credit,Yes,34,Yes,High,Phone Call,Save For Later,44
Company_0837,Automotive/Transport,Auto Seat Upholstery,Tongi,Gazipur,Industrial Zone,29.4,Trader,Medium (50-249),PVC/EVA,Unknown,PU Adhesive,Bonding,Regular Reorder,218,Monthly,50,Credit,Yes,53,Yes,High,Website Inquiry,Save For Later,34
Company_0838,Construction,Wood Panel Unit,Tejgaon,Dhaka,Industrial Zone,8.6,Distributor,Medium (50-249),Wood,Unknown,SR Adhesive,Assembly,Regular Reorder,833,Monthly,9,Credit,No,0,Yes,Low,Referral,Warm,65
Company_0839,Retail/Trading,General Trading Store,Tongi,Gazipur,Industrial Zone,29.1,Manufacturer,Micro (1-9),Mixed/Unknown,Unknown,General Purpose Adhesive,Lamination,Regular Reorder,44,One-time,35,Cash,Yes,20,Yes,Medium,Facebook Page,Cold,47
Company_0840,Automotive/Transport,Auto Seat Upholstery,Savar,Dhaka,Industrial Zone,35.7,Manufacturer,Large (250+),Foam,Unknown,SR Adhesive,Lamination,Trial Order,328,Monthly,20,Credit,Yes,4,Yes,Medium,Facebook Page,Cold,53
Company_0841,Retail/Trading,Hardware & Adhesive Shop,Tongi,Gazipur,Industrial Zone,26.2,Trader,Micro (1-9),Mixed/Unknown,Unknown,PU Adhesive,Assembly,Trial Order,42,One-time,41,Cash,Yes,2,No,Low,WhatsApp,Reject,8
Company_0842,Furniture,Wood Furniture Factory,Gulshan,Dhaka,Central Dhaka,14.5,Manufacturer,Large (250+),Fabric,Unknown,General Purpose Adhesive,Lamination,Regular Reorder,280,Weekly,34,Credit,Yes,61,No,Medium,Walk-in,Cold,42
Company_0843,Automotive/Transport,Vehicle Interior Workshop,Motijheel,Dhaka,Central Dhaka,17.2,Distributor,Small (10-49),PVC/EVA,PU,PU Adhesive,Bonding,Regular Reorder,0,Monthly,31,Cash,Yes,27,Yes,High,Distributor Referral,Save For Later,37
Company_0844,Upholstery/Foam,Sofa Upholstery Workshop,Savar,Dhaka,Industrial Zone,28.8,Manufacturer,Medium (50-249),Wood,SR,SR Adhesive,Lamination,Trial Order,257,Weekly,78,Credit,Yes,23,Yes,Medium,Phone Call,Save For Later,36
Company_0845,Automotive/Transport,Car Accessories Unit,Gazipur,Gazipur,Industrial Zone,45.7,Retailer,Micro (1-9),PVC/EVA,PU,PU Adhesive,Bonding,Trial Order,40,One-time,39,Cash,No,0,No,Low,Website Inquiry,Reject,4
Company_0846,Packaging,Corrugated Box Factory,Gazipur,Gazipur,Industrial Zone,42.3,Trader,Medium (50-249),Paper/Board,SR,SR Adhesive,Lamination,Annual Contract,694,Monthly,16,Credit,Yes,212,Yes,High,WhatsApp,Warm,74
Company_0847,Upholstery/Foam,Cushion Producer,Uttara,Dhaka,Mixed Zone,9.1,Manufacturer,Medium (50-249),Wood,Unknown,General Purpose Adhesive,Assembly,Regular Reorder,676,Monthly,6,Credit,Yes,143,Yes,High,Phone Call,Warm,82
Company_0848,Construction,PVC Sheet Workshop,Narayanganj,Narayanganj,Industrial Zone,25.3,Manufacturer,Small (10-49),Mixed/Unknown,SR,SR Adhesive,Bonding,Regular Reorder,768,Monthly,7,Unknown,Yes,175,Yes,High,Referral,Hot,88
Company_0849,Furniture,Interior Workshop,Mirpur,Dhaka,Mixed Zone,6.9,Distributor,Medium (50-249),Wood,Unknown,SR Adhesive,Repair/Maintenance,Regular Reorder,423,Weekly,44,Unknown,Yes,34,Yes,High,WhatsApp,Cold,55
Company_0850,Construction,Interior Materials Trader,Tongi,Gazipur,Industrial Zone,20.8,Trader,Micro (1-9),PVC/EVA,Unknown,SR Adhesive,Assembly,Regular Reorder,15,Monthly,32,Cash,Yes,24,Yes,Medium,Phone Call,Cold,54
Company_0851,Furniture,Wood Furniture Factory,Savar,Dhaka,Industrial Zone,35.3,Distributor,Micro (1-9),Foam,SR,SR Adhesive,Bonding,Trial Order,42,Monthly,51,Cash,Yes,7,Yes,Medium,Facebook Page,Cold,49
Company_0852,Other,Small Enterprise,Tongi,Gazipur,Industrial Zone,32.9,Manufacturer,Large (250+),Plastic,Unknown,SR Adhesive,Assembly,Regular Reorder,264,Weekly,45,Unknown,Yes,33,Yes,High,Referral,Cold,55
Company_0853,Packaging,Plastic Packaging Manufacturer,Tongi,Gazipur,Industrial Zone,33.7,Trader,Small (10-49),Plastic,PU,PU Adhesive,Lamination,Regular Reorder,176,Monthly,37,Credit,Yes,38,Yes,High,Facebook Page,Cold,57
Company_0854,Footwear,Footwear Accessories Supplier,Savar,Dhaka,Industrial Zone,40.6,Distributor,Micro (1-9),PVC/EVA,PU,PU Adhesive,Bonding,Trial Order,43,One-time,23,Unknown,Yes,18,Yes,Medium,WhatsApp,Warm,52
Company_0855,Footwear,Leather Goods Workshop,Tongi,Gazipur,Industrial Zone,20.2,Trader,Micro (1-9),PVC/EVA,Unknown,SR Adhesive,Bonding,Trial Order,33,Monthly,53,Unknown,Yes,10,Yes,Medium,Facebook Page,Save For Later,34
Company_0856,Construction,Wood Panel Unit,Tongi,Gazipur,Industrial Zone,20.6,Distributor,Large (250+),PVC/EVA,PU,PU Adhesive,Assembly,Regular Reorder,0,Weekly,6,Credit,Yes,50,Yes,High,Referral,Warm,72
Company_0857,Retail/Trading,General Trading Store,Savar,Dhaka,Industrial Zone,38.9,Trader,Micro (1-9),Mixed/Unknown,Unknown,SR Adhesive,Bonding,Regular Reorder,27,One-time,67,Unknown,Yes,3,Yes,Medium,Website Inquiry,Reject,13
Company_0858,Footwear,Footwear Accessories Supplier,Motijheel,Dhaka,Central Dhaka,7,Manufacturer,Large (250+),Rubber,Unknown,SR Adhesive,Lamination,Regular Reorder,2629,Monthly,4,Cash,Yes,136,Yes,High,Walk-in,Warm,91
Company_0859,Automotive/Transport,Bus/Coach Body Shop,Tejgaon,Dhaka,Industrial Zone,16.5,Trader,Large (250+),Foam,Unknown,General Purpose Adhesive,Bonding,Regular Reorder,2678,Weekly,3,Unknown,Yes,143,Yes,High,WhatsApp,Hot,88
Company_0860,Packaging,Plastic Packaging Manufacturer,Mirpur,Dhaka,Mixed Zone,2,Manufacturer,Small (10-49),Plastic,Unknown,PU Adhesive,Assembly,Regular Reorder,444,Monthly,15,Unknown,Yes,57,Yes,High,Walk-in,Warm,72
Company_0861,Other,Small Enterprise,Uttara,Dhaka,Mixed Zone,12.5,Trader,Small (10-49),Wood,PU,PU Adhesive,Repair/Maintenance,Trial Order,111,One-time,40,Credit,Yes,24,Yes,Medium,Facebook Page,Cold,41
Company_0862,Upholstery/Foam,Mattress Manufacturer,Mirpur,Dhaka,Mixed Zone,16.1,Manufacturer,Micro (1-9),Wood,SR,SR Adhesive,Lamination,Trial Order,52,One-time,49,Cash,Yes,3,No,Low,WhatsApp,Reject,7
Company_0863,Packaging,Plastic Packaging Manufacturer,Mirpur,Dhaka,Mixed Zone,5.1,Manufacturer,Medium (50-249),Paper/Board,Unknown,General Purpose Adhesive,Assembly,Trial Order,694,Weekly,6,Unknown,Yes,205,Yes,High,WhatsApp,Hot,95
Company_0864,Construction,Wood Panel Unit,Keraniganj,Dhaka,Near Highway,19.9,Manufacturer,Small (10-49),Mixed/Unknown,PU,PU Adhesive,Bonding,Trial Order,227,Monthly,48,Unknown,Yes,13,Yes,Medium,Distributor Referral,Cold,53
Company_0865,Furniture,Modular Furniture Manufacturer,Tejgaon,Dhaka,Industrial Zone,22.8,Distributor,Micro (1-9),Foam,SR,SR Adhesive,Bonding,Trial Order,27,One-time,32,Cash,Yes,36,Yes,High,Website Inquiry,Cold,54
Company_0866,Furniture,Interior Workshop,Gulshan,Dhaka,Central Dhaka,13.9,Retailer,Small (10-49),Fabric,Unknown,SR Adhesive,Assembly,Trial Order,104,Monthly,43,Cash,Yes,6,Yes,Medium,Facebook Page,Reject,25
Company_0867,Retail/Trading,Building Materials Shop,Tongi,Gazipur,Industrial Zone,28.2,Trader,Medium (50-249),Mixed/Unknown,Unknown,SR Adhesive,Bonding,Regular Reorder,235,One-time,71,Cash,Yes,36,Yes,High,Walk-in,Save For Later,42
Company_0868,Other,General Workshop,Tongi,Gazipur,Industrial Zone,27.4,Retailer,Small (10-49),Wood,Unknown,General Purpose Adhesive,Repair/Maintenance,Trial Order,177,Monthly,28,Credit,Yes,11,Yes,Medium,Referral,Cold,49
Company_0869,Construction,Wood Panel Unit,Tejgaon,Dhaka,Industrial Zone,5.1,Retailer,Micro (1-9),Mixed/Unknown,PU,PU Adhesive,Assembly,Annual Contract,0,Monthly,6,Cash,Yes,191,Yes,High,WhatsApp,Hot,82
Company_0870,Footwear,Footwear Accessories Supplier,Savar,Dhaka,Industrial Zone,30.6,Distributor,Micro (1-9),Rubber,Unknown,PU Adhesive,Lamination,Regular Reorder,36,One-time,38,Unknown,Yes,11,Yes,Medium,WhatsApp,Cold,32
Company_0871,Retail/Trading,Wholesale Store,Gulshan,Dhaka,Central Dhaka,9.7,Retailer,Small (10-49),Mixed/Unknown,Unknown,PU Adhesive,Lamination,Trial Order,87,Monthly,60,Cash,No,0,No,Low,Facebook Page,Reject,0
Company_0872,Construction,Door & Board Manufacturer,Uttara,Dhaka,Mixed Zone,8.1,Distributor,Small (10-49),Mixed/Unknown,SR,SR Adhesive,Assembly,Trial Order,0,Weekly,12,Cash,Yes,53,Yes,High,Walk-in,Warm,72
Company_0873,Footwear,Footwear Accessories Supplier,Savar,Dhaka,Industrial Zone,26.2,Manufacturer,Small (10-49),Leather,SR,SR Adhesive,Bonding,Regular Reorder,0,Monthly,9,Cash,Yes,132,Yes,High,Walk-in,Warm,66
Company_0874,Other,General Workshop,Uttara,Dhaka,Mixed Zone,9.3,Distributor,Small (10-49),Plastic,PU,PU Adhesive,Repair/Maintenance,Regular Reorder,0,One-time,21,Credit,Yes,6,No,Medium,WhatsApp,Cold,44
Company_0875,Packaging,Plastic Packaging Manufacturer,Tejgaon,Dhaka,Industrial Zone,11.8,Trader,Micro (1-9),Paper/Board,PU,PU Adhesive,Lamination,Trial Order,41,One-time,82,Unknown,Yes,65,Yes,High,WhatsApp,Save For Later,38
Company_0876,Construction,PVC Sheet Workshop,Mirpur,Dhaka,Mixed Zone,20.5,Trader,Micro (1-9),Wood,Unknown,SR Adhesive,Assembly,Trial Order,44,Monthly,51,Cash,Yes,17,Yes,Medium,Website Inquiry,Save For Later,27
Company_0877,Other,General Workshop,Motijheel,Dhaka,Central Dhaka,9.5,Manufacturer,Small (10-49),Plastic,PU,PU Adhesive,Lamination,Trial Order,166,Monthly,29,Unknown,Yes,18,Yes,Medium,Facebook Page,Save For Later,37
Company_0878,Furniture,Wood Furniture Factory,Gulshan,Dhaka,Central Dhaka,11,Manufacturer,Medium (50-249),Wood,Unknown,SR Adhesive,Bonding,Annual Contract,694,Monthly,14,Credit,Yes,234,Yes,High,Phone Call,Warm,72
Company_0879,Automotive/Transport,Auto Seat Upholstery,Tejgaon,Dhaka,Industrial Zone,10.4,Manufacturer,Medium (50-249),Fabric,SR,SR Adhesive,Bonding,Trial Order,376,Monthly,36,Unknown,Yes,10,No,Medium,Website Inquiry,Cold,50
Company_0880,Construction,Interior Materials Trader,Mirpur,Dhaka,Mixed Zone,8,Manufacturer,Small (10-49),Wood,PU,PU Adhesive,Assembly,Regular Reorder,343,Monthly,52,Credit,No,0,Yes,Low,WhatsApp,Cold,48
Company_0881,Upholstery/Foam,Mattress Manufacturer,Uttara,Dhaka,Mixed Zone,21.3,Manufacturer,Small (10-49),Wood,SR,SR Adhesive,Lamination,Regular Reorder,192,Monthly,40,Cash,Yes,47,Yes,High,Website Inquiry,Cold,68
Company_0882,Automotive/Transport,Vehicle Interior Workshop,Narayanganj,Narayanganj,Industrial Zone,36.7,Trader,Small (10-49),PVC/EVA,Unknown,PU Adhesive,Assembly,Regular Reorder,116,Monthly,48,Cash,Yes,7,Yes,Medium,Walk-in,Cold,37
Company_0883,Construction,Wood Panel Unit,Savar,Dhaka,Industrial Zone,40.1,Manufacturer,Micro (1-9),Wood,Unknown,PU Adhesive,Bonding,Regular Reorder,85,Monthly,39,Cash,No,0,Yes,Low,Phone Call,Cold,44
Company_0884,Footwear,Sole Manufacturer,Uttara,Dhaka,Mixed Zone,17.6,Manufacturer,Small (10-49),PVC/EVA,Unknown,SR Adhesive,Assembly,Trial Order,208,One-time,19,Cash,Yes,7,Yes,Medium,Website Inquiry,Cold,51
Company_0885,Retail/Trading,Hardware & Adhesive Shop,Uttara,Dhaka,Mixed Zone,13.1,Manufacturer,Micro (1-9),Mixed/Unknown,SR,SR Adhesive,Bonding,Regular Reorder,93,One-time,52,Unknown,Yes,48,No,Medium,Facebook Page,Save For Later,37
Company_0886,Upholstery/Foam,Sofa Upholstery Workshop,Mirpur,Dhaka,Mixed Zone,17.1,Distributor,Small (10-49),Foam,SR,SR Adhesive,Assembly,Trial Order,193,Monthly,24,Cash,Yes,38,Yes,High,Facebook Page,Save For Later,45
Company_0887,Retail/Trading,Wholesale Store,Narayanganj,Narayanganj,Industrial Zone,31.8,Retailer,Micro (1-9),Mixed/Unknown,Unknown,PU Adhesive,Bonding,Regular Reorder,42,One-time,16,Cash,No,0,No,Low,Website Inquiry,Reject,12
Company_0888,Upholstery/Foam,Mattress Manufacturer,Gulshan,Dhaka,Central Dhaka,18.9,Manufacturer,Small (10-49),Fabric,Unknown,General Purpose Adhesive,Lamination,Trial Order,268,Weekly,24,Cash,Yes,61,Yes,High,Referral,Cold,61
Company_0889,Construction,PVC Sheet Workshop,Narayanganj,Narayanganj,Industrial Zone,42.9,Trader,Micro (1-9),Wood,PU,PU Adhesive,Bonding,Trial Order,18,Monthly,59,Unknown,Yes,3,No,Low,Facebook Page,Reject,0
Company_0890,Construction,PVC Sheet Workshop,Uttara,Dhaka,Mixed Zone,21.1,Distributor,Small (10-49),Wood,Unknown,SR Adhesive,Assembly,Regular Reorder,121,Monthly,20,Credit,Yes,24,Yes,Medium,Referral,Cold,46
Company_0891,Footwear,Sole Manufacturer,Gazipur,Gazipur,Industrial Zone,45.7,Manufacturer,Small (10-49),Rubber,PU,PU Adhesive,Bonding,Trial Order,287,Monthly,36,Unknown,Yes,17,Yes,Medium,Distributor Referral,Cold,61
Company_0892,Retail/Trading,General Trading Store,Tongi,Gazipur,Industrial Zone,17.7,Manufacturer,Large (250+),Mixed/Unknown,Unknown,General Purpose Adhesive,Lamination,Regular Reorder,402,Monthly,48,Unknown,No,0,Yes,Low,Phone Call,Cold,44
